question_id,question_text,blooms_level,subject,verb_used,difficulty
BLOOM_00200,Investigate the security vulnerabilities inherent in implementing Gradient Boosting Decision Trees. Explain all assumptions made.,Analyze,Machine Learning,Investigate,Medium-Hard
BLOOM_00201,Categorize empirical benchmark results of CAP Theorem across different hardware configurations. Explain all assumptions made.,Analyze,Business Analytics,Categorize,Medium-Hard
BLOOM_00202,State the main differences between Asynchronous I/O Event Loops and PostgreSQL Query Optimization at a high level.,Remember,Chemistry,State,Easy
BLOOM_00203,Paraphrase the relationship between MapReduce ETL Pipelines and PyTorch Autograd in system design.,Understand,Mathematics & Statistics,Paraphrase,Easy-Medium
BLOOM_00204,Analyze empirical benchmark results of MapReduce ETL Pipelines across different hardware configurations.,Analyze,Software Architecture,Analyze,Medium-Hard
BLOOM_00205,Summarize how TCP/IP Packet Routing operates under high concurrency or heavy load. Provide concrete examples from Database Systems.,Understand,Database Systems,Summarize,Easy-Medium
BLOOM_00206,Construct a disaster recovery plan for mission-critical enterprise systems using MapReduce ETL Pipelines.,Create,Cybersecurity,Construct,Hard
BLOOM_00207,Appraise the robustness of the fault-tolerance mechanism in Redis In-Memory Caching. Provide concrete examples from Data Engineering.,Evaluate,Data Engineering,Judge,Hard
BLOOM_00208,Interpret the relationship between CAP Theorem and Asynchronous I/O Event Loops in system design.,Understand,Data Engineering,Interpret,Easy-Medium
BLOOM_00209,Critique the proposed data engineering pipeline for TensorFlow Computational Graphs regarding data integrity.,Evaluate,Database Systems,Justify,Hard
BLOOM_00210,Contrast why OAuth 2.0 Authentication is preferred over B-Trees and Indexing for distributed processing.,Understand,Business Analytics,Contrast,Easy-Medium
BLOOM_00211,Appraise whether TCP/IP Packet Routing or Convolutional Neural Networks is better suited for sub-millisecond query responses.,Evaluate,Physics,Appraise,Hard
BLOOM_00212,Design a full database schema designed to support high-throughput OAuth 2.0 Authentication operations. Explain all assumptions made.,Create,Data Engineering,Design,Hard
BLOOM_00213,Judge the cost-benefit analysis of cloud deployment for Convolutional Neural Networks workloads.,Evaluate,Machine Learning,Judge,Hard
BLOOM_00214,Construct a disaster recovery plan for mission-critical enterprise systems using Kafka Streaming Queues.,Create,Electrical Engineering,Construct,Hard
BLOOM_00215,Name the standard definition of Gradient Boosting Decision Trees in modern systems.,Remember,Computer Science,Name,Easy
BLOOM_00216,Validate the statistical significance of test results obtained from Parquet Columnar Storage.,Evaluate,Computer Science,Validate,Hard
BLOOM_00217,Propose an innovative caching strategy to reduce latency in OAuth 2.0 Authentication by 50%.,Create,Data Engineering,Synthesize,Hard
BLOOM_00218,Differentiate and contrast the space vs time complexity of Linear Regression & Regularization and TCP/IP Packet Routing.,Analyze,Chemistry,Differentiate,Medium-Hard
BLOOM_00219,Outline the primary components of a Consensus Protocols (Raft/Paxos) architecture. Explain all assumptions made.,Remember,Physics,Outline,Easy
BLOOM_00220,Write an algorithm to Compute Consensus Protocols (Raft/Paxos) using data structures from Transformer Attention Heads. Provide concrete examples from Chemistry.,Apply,Chemistry,Compute,Medium
BLOOM_00221,Examine the impact of packet loss on Transformer Attention Heads execution efficiency.,Analyze,Computer Science,Differentiate,Medium-Hard
BLOOM_00222,List the term 'Asynchronous I/O Event Loops' as defined in standard textbooks. Explain all assumptions made.,Remember,Mathematics & Statistics,List,Easy
BLOOM_00223,Judge the ethical and privacy implications of running PostgreSQL Query Optimization on personal datasets.,Evaluate,Computer Science,Judge,Hard
BLOOM_00224,Investigate the bottleneck performance when PostgreSQL Query Optimization interacts with Linear Regression & Regularization.,Analyze,Cybersecurity,Investigate,Medium-Hard
BLOOM_00225,What is the mathematical formulation of GraphQL vs REST APIs? Explain all assumptions made.,Remember,Physics,State,Easy
BLOOM_00226,Formulate a disaster recovery plan for mission-critical enterprise systems using Apache Spark Distributed Datasets.,Create,Business Analytics,Formulate,Hard
BLOOM_00227,Deconstruct the architecture of TCP/IP Packet Routing into its constituent microservices. Provide concrete examples from Biology & Genomics.,Analyze,Biology & Genomics,Compare,Medium-Hard
BLOOM_00228,Describe three key characteristics of PyTorch Autograd.,Remember,Biology & Genomics,Describe,Easy
BLOOM_00229,Use the optimal parameters for Garbage Collection Algorithms given a dataset of size N=100.,Apply,Business Analytics,Use,Medium
BLOOM_00230,Formulate a original algorithm to solve the NP-hard constraint in Asynchronous I/O Event Loops.,Create,Mathematics & Statistics,Propose,Hard
BLOOM_00231,Paraphrase the relationship between OAuth 2.0 Authentication and Zero-Knowledge Proofs in system design.,Understand,Computer Science,Paraphrase,Easy-Medium
BLOOM_00232,Justify the trade-offs of microservices vs monolithic architecture for Redis In-Memory Caching.,Evaluate,Data Engineering,Justify,Hard
BLOOM_00233,Categorize the root causes of data drift in GraphQL vs REST APIs pipelines over time.,Analyze,Machine Learning,Categorize,Medium-Hard
BLOOM_00234,"Given a scenario with high latency, Implement TensorFlow Computational Graphs to minimize processing time. Provide concrete examples from Machine Learning.",Apply,Machine Learning,Implement,Medium
BLOOM_00235,State the main differences between Kafka Streaming Queues and OAuth 2.0 Authentication at a high level.,Remember,Machine Learning,State,Easy
BLOOM_00236,Assess the trade-offs of microservices vs monolithic architecture for Gradient Boosting Decision Trees.,Evaluate,Database Systems,Assess,Hard
BLOOM_00237,Appraise the trade-offs of microservices vs monolithic architecture for Parquet Columnar Storage. Explain all assumptions made.,Evaluate,Business Analytics,Appraise,Hard
BLOOM_00238,Devise a full database schema designed to support high-throughput Convolutional Neural Networks operations. Provide concrete examples from Cybersecurity.,Create,Cybersecurity,Devise,Hard
BLOOM_00239,Propose an innovative caching strategy to reduce latency in Gradient Boosting Decision Trees by 50%. Explain all assumptions made.,Create,Electrical Engineering,Develop,Hard
BLOOM_00240,Propose an innovative caching strategy to reduce latency in Redis In-Memory Caching by 50%.,Create,Electrical Engineering,Devise,Hard
BLOOM_00241,Apply the optimal parameters for Convolutional Neural Networks given a dataset of size N=500.,Apply,Biology & Genomics,Apply,Medium
BLOOM_00242,Implement the theoretical throughput of GraphQL vs REST APIs when bandwidth is limited to 500 Mbps. Provide concrete examples from Biology & Genomics.,Apply,Biology & Genomics,Implement,Medium
BLOOM_00243,Demonstrate the theoretical throughput of PyTorch Autograd when bandwidth is limited to 100 Mbps. Explain all assumptions made.,Apply,Software Architecture,Demonstrate,Medium
BLOOM_00244,Name the term 'TensorFlow Computational Graphs' as defined in standard textbooks.,Remember,Cybersecurity,Name,Easy
BLOOM_00245,Judge the cost-benefit analysis of cloud deployment for Kafka Streaming Queues workloads.,Evaluate,Software Architecture,Judge,Hard
BLOOM_00246,Analyze the root causes of data drift in Asynchronous I/O Event Loops pipelines over time.,Analyze,Physics,Analyze,Medium-Hard
BLOOM_00247,Name four common application scenarios for Parquet Columnar Storage. Explain all assumptions made.,Remember,Cybersecurity,Name,Easy
BLOOM_00248,Outline three key characteristics of Transformer Attention Heads. Explain all assumptions made.,Remember,Database Systems,Outline,Easy
BLOOM_00249,What is the mathematical formulation of Redis In-Memory Caching?,Remember,Business Analytics,Recall,Easy
BLOOM_00250,"Given a scenario with high latency, Demonstrate Apache Spark Distributed Datasets to minimize processing time.",Apply,Data Engineering,Demonstrate,Medium
BLOOM_00251,Implement how to scale Asynchronous I/O Event Loops across a multi-node cluster. Provide concrete examples from Cybersecurity.,Apply,Cybersecurity,Implement,Medium
BLOOM_00252,What is the mathematical formulation of Asynchronous I/O Event Loops?,Remember,Chemistry,State,Easy
BLOOM_00253,"Given a scenario with high latency, Use Consensus Protocols (Raft/Paxos) to minimize processing time.",Apply,Physics,Use,Medium
BLOOM_00254,Validate the statistical significance of test results obtained from MapReduce ETL Pipelines.,Evaluate,Chemistry,Validate,Hard
BLOOM_00255,Assess whether TCP/IP Packet Routing or Docker & Kubernetes Orchestration is better suited for sub-millisecond query responses.,Evaluate,Cybersecurity,Assess,Hard
BLOOM_00256,Justify whether TCP/IP Packet Routing or Kafka Streaming Queues is better suited for sub-millisecond query responses.,Evaluate,Cybersecurity,Justify,Hard
BLOOM_00257,Compare how failure modes in Zero-Knowledge Proofs impact system resilience and availability. Provide concrete examples from Computer Science.,Analyze,Computer Science,Compare,Medium-Hard
BLOOM_00258,Differentiate the security vulnerabilities inherent in implementing TensorFlow Computational Graphs.,Analyze,Machine Learning,Differentiate,Medium-Hard
BLOOM_00259,Categorize the bottleneck performance when PostgreSQL Query Optimization interacts with Garbage Collection Algorithms.,Analyze,Biology & Genomics,Categorize,Medium-Hard
BLOOM_00260,Investigate the security vulnerabilities inherent in implementing Kafka Streaming Queues.,Analyze,Mathematics & Statistics,Investigate,Medium-Hard
BLOOM_00261,Propose an innovative caching strategy to reduce latency in TCP/IP Packet Routing by 50%.,Create,Cybersecurity,Propose,Hard
BLOOM_00262,Compute how to scale Linear Regression & Regularization across a multi-node cluster.,Apply,Biology & Genomics,Compute,Medium
BLOOM_00263,Propose an innovative caching strategy to reduce latency in Zero-Knowledge Proofs by 50%.,Create,Data Engineering,Synthesize,Hard
BLOOM_00264,Write an algorithm to Implement Redis In-Memory Caching using data structures from Transformer Attention Heads.,Apply,Computer Science,Implement,Medium
BLOOM_00265,Apply how to scale Garbage Collection Algorithms across a multi-node cluster. Explain all assumptions made.,Apply,Software Architecture,Apply,Medium
BLOOM_00266,Judge the architectural decisions made when deploying Convolutional Neural Networks on edge devices.,Evaluate,Software Architecture,Judge,Hard
BLOOM_00267,What is the mathematical formulation of TCP/IP Packet Routing? Explain all assumptions made.,Remember,Biology & Genomics,Outline,Easy
BLOOM_00268,Appraise the robustness of the fault-tolerance mechanism in TCP/IP Packet Routing. Provide concrete examples from Electrical Engineering.,Evaluate,Electrical Engineering,Justify,Hard
BLOOM_00269,Write an algorithm to Use Convolutional Neural Networks using data structures from CAP Theorem.,Apply,Electrical Engineering,Use,Medium
BLOOM_00270,Develop a novel fault-tolerant data pipeline for processing 10 million events/sec using TensorFlow Computational Graphs.,Create,Machine Learning,Develop,Hard
BLOOM_00271,Deconstruct the architecture of MapReduce ETL Pipelines into its constituent microservices.,Analyze,Computer Science,Compare,Medium-Hard
BLOOM_00272,Compute step-by-step calculations to determine the complexity of Garbage Collection Algorithms. Explain all assumptions made.,Apply,Electrical Engineering,Compute,Medium
BLOOM_00273,Validate the statistical significance of test results obtained from CAP Theorem.,Evaluate,Software Architecture,Validate,Hard
BLOOM_00274,Formulate a novel fault-tolerant data pipeline for processing 10 million events/sec using GraphQL vs REST APIs. Explain all assumptions made.,Create,Biology & Genomics,Formulate,Hard
BLOOM_00275,Appraise the robustness of the fault-tolerance mechanism in Asynchronous I/O Event Loops. Explain all assumptions made.,Evaluate,Physics,Recommend,Hard
BLOOM_00276,"In your own words, Interpret the underlying mechanism of MapReduce ETL Pipelines.",Understand,Software Architecture,Interpret,Easy-Medium
